nama_makanan,air,energi,protein,lemak,karbo,serat,abu,kalsium,fosfor,besi,natrium,kalium,tembaga,seng,retinol,b_kar,kar_total,thiamin,riboflavin,niasin,vit_c,bdd,kategori,jenis_bahan,id_resep,bahan_bahan,langkah
"Soto bandung,
masakan",89.9,42,3.9,1.7,2.8,0.4,1.8,74,75,1.8,,,,,6,20,0,,,0.00,0,100,"daging, unggas",olahan,190,"Hasil: 4 porsi
250 gr daging
1 butir telur

Bumbu halus:
8 siung bawang merah
6 siung bawang putih
1 ruas jahe
2 ruas lengkuas
3 btg sereh
2 sdm ketumbar bubuk
1 sdm merica bubuk
1/2 sdt jinten halus
1/4 pala
1/2 ruas kunyit
1 biji cabe merah besar
3 biji kemiri sangrai dan dihaluskan

Bumbu tambahan saat menumis:
1 helai daun salam
1 helai daun jeruk
1 ruas kayu manis
1 btg sereh geprek
1 ruas lengkuas geprek

Bahan pelengkap:
soun
perkedel kentang
paru goreng
daun bawang
bawang goreng
jeruk nipis
kecap
sambel
ketupat","1. Rebus daging sampai empuk, kira2 1 jam. potong2 sesuai selera
2. Panaskan minyak, lalu masukkan bumbu tambahan, kemudian masukkan bumbu halus, tumis sampai wangi. sisihkan
3. Rebus air dalam panci utk membuat kuah sop, bisa ditambah dgn air cucian beras yg ke3. setelah mendidih, masukkan bumbu yg telah ditumis, masak sampai kuah mendidih lalu tambahkan kocokan telur, garam dan gula sesuai selera, aduk2 sampai merata lalu matikan kompor.
4. Tata soun, paru, daging, daun bawang, bawang goreng, perkedel di dalam mangkok lalu tuangkan kuah sop.
5. Bisa dinikmati dgn nasi ataupun ketupat. selamat menunaikan 🤗"
"Soto banjar, masakan",83.7,110,2.9,9.5,3.2,,0.7,28,28,0.3,36,6.0,0.00,0.2,12,,770,0.05,,,0,100,"daging, unggas",olahan,191,"Hasil: 2-3 porsi
350 gram daging sapi, saya pakai daging sop
1 buah lobak
1-2 batang daun bawang
2-3 tangkai seledri
Bumbu:
1 SDT merica
3 siung bawang putih
5 siung bawang merah
1 batang serai, dipotong dua dan geprek
1 ruas lengkuas digeprek
1 ruas kecil jahe digeprek
1 SDT merica butiran
1 SDT garam halus
1/2 SDT kaldu jamur
1-2 SDM campuran kecap asin + kecap manis
Bahan Taburan :
Secukupnya bawang goreng
1-2 SDM kedelai goreng
1 buah jeruk limo diperaskan","1. Siapkan bahan
2. Rebus daging sampai empuk di panci kecil, airnya separuh panci. jika setelah empuk airnya tinggal sedikit boleh ditambah lagi sedikit.
3. Sementara menunggu daging empuk, kita kupas lobak, iris tipis. Beri garam. remas-remas sampai lobak lemas. agak peras. Lalu rebus sampai mendidih dan buang airnya
4. Haluskan merica dengan bawang merah, bawang putih. Serai, lengkuas, jahe digeprek, cuci bersih daun salam. Daun bawang dan seledri dirisi. Tumis bumbu halus dengan sedikit minyak sampai harum. Masukkan daun salam, serai, jahe, lengkuas, lanjut sampai makin harum
5. Masukkan bumbu ke dalam rebusan daging yang sudah empuk. Biarkan bumbu resap sekitar 10-15 menit. Wow aromanya harum banget.
6. Masukkan lobak rebus. Beri garam, kaldu bubuk dan kecap. Koreksi rasa
7. Masukkan irisan daun bawang dan daun seledri
8. Jadi deh. Tinggal disajikan di mangkuk. Peraskan jeruk limo, taburi bawang goreng dan kacang kedelai goreng. Sedap dan segar. Mau pedas, kasih sambal rawit. Selamat mencoba"
"Soto betawi, masakan",75.9,135,2.5,8.8,11.5,0.5,1.3,222,72,1.9,,,,,6,,336,0.04,,0.00,0,100,"daging, unggas",olahan,192,"Hasil: 4 porsi
1 bh Dada Ayam Utuh (400 gr)
8 siung Bawang Merah
4 siung Bawang Putih
2 lbr Daun Salam
2 btg Serai
1 btg Seledri
3 btr Kapulaga
4 btr Cengkeh
½ btr Pala
1 sdt AJI-NO-MOTO®
1 sdm Garam
3 sdm Minyak Goreng
800 ml Air

Bahan pelengkap:
Telur rebus, Soun, Perkedel, Bawang Goreng,Jeruk Nipis dan Sambal.","1. Buat bumbu halus: masukkan bawang merah dan bawang putih, haluskan.
2. Panaskan minyak, tumis bumbu halus, tambahkan serai, daun salam, cengkeh, pala dan kapulaga, aduk rata.
3. Tambahkan air, seledri, ayam, AJI-NO-MOTO® dan garam , masak hingga mendidih dan ayam matang, angkat ayam dan suwir-suwir.
4. Masukan kembali suwiran ayam ke dalam kuah soto, masak hingga mendidih, angkat lalu sajikan bersama bahan pelengkap."
"Soto jeroan, masakan",81.4,92,11.8,4.3,1.4,,1.1,218,48,1.9,363,,,,85,,440,0.36,,,0,100,"daging, unggas",olahan,193,"Hasil: 4 porsi
400 gr Daging Jeroan Sapi Rebus
2 ruas Kunyit
5 bh Kemiri
1 btg Serai
1 cm Jahe
2 cm Lengkuas
5 siung Bawang Merah
3 siung Bawang Putih
5 lbr Daun Jeruk Purut
1 bks Masako® Rasa Sapi 11 gr
1 ltr Santan Encer
5 sdm Minyak Goreng

Pelengkap:
Kentang Goreng Potong Dadu
Tomat
Emping
Acar
Sambal","1. Keprek lengkuas dan serai, sisihkan.
2. Buat bumbu halus: Haluskan kemiri, bawang merah, bawang putih, jahe, dan kunyit.
3. Panaskan minyak goreng, masukkan bumbu halus, serai, lengkuas, dan daun jeruk purut. Masak hingga harum.
4. Masukkan santan encer, daging dan jeroan sapi rebus, tambahkan 1 bks Masako® Rasa Sapi (11 gr), aduk rata masak hingga matang."
"Soto kudus, masakan",91.6,38,2.6,2.3,1.8,0.2,1.7,237,67,1.7,,,,,23,,128,0.06,,0.50,0,100,"daging, unggas",olahan,194,"Hasil: 4 porsi
1/4 kg usus sapi
1/4 kg paru
1/2 kg daging sapi
Bumbu nya :
12 Siung bawang merah
6 siung bawang putih
1 ruas kunyit
1 ruas lengkuas
1 ruas jahe
2 batang sereh
1 sdt ketumbar
5 butir kemiri goreng dl
1 sdt merica bubuk
Bumbu cemplung :
2 lembar daun salam
2 lembar daun jeruk
3 batang daun prey potong2
2 batang daun seledri potong2","1. Rebus dl Jeron sampai empuk buang airnya lalu potong2 sesuai selera
2. Bumbu smua blender lalu tumis sampai bau harum,lalu masukkan serai,daun salam dan jeruk,siapkan jg dan prey dan seledri sisihkan dl
3. Siapkan air mendidih plus kaldu dari dagingnya masukkan smua bumbu2 nya dan masukkan daging dan jeroan yang SDH di potong2,masukkan garam,gula,kaldu bubuk Aduk rata terakhir masukkan daun prey lalu tes rasa baru taburi bawang goreng dan bawang merah goreng
4. Dan soto jeroan sapi siap di sajikan dgn nasi hangat,sambal kecap,dan potongan daun seledri lalu taburi bawang goreng hmmm mantap👍"
"Soto madura,
masakan",89.8,60,3.5,4.5,1.3,0.0,0.9,361,126,3.8,,,,,26,,121,0.06,,0.00,0,100,"daging, unggas",olahan,195,"Hasil: 4 porsi
Daging sapi - 500 gram
Serai, memarkan - 2 batang
Jahe, memarkan - 2 cm
Lengkuas - 3 cm
Daun salam - 2 lembar
Daun jeruk - 4 lembar
Garam - 1,5 sdm
Gula pasir - 1 sdt
Minyak, untuk menumis - 3 sdm
Air, untuk merebus - 2 liter
BUMBU HALUS:
Bawang putih - 4 siung
Bawang merah - 6 butir
Kemiri, sangrai - 2 butir
Kunyit, bakar - 2 cm
Merica - 1/2 sdt
Ketumbar - 1 sdt
Jinten - 1/4 sdt
PELENGKAP:
Soun, seduh lalu tiriskan - secukupnya
Tauge, seduh lalu tiriskan - secukupnya
Seledri, iris tipis - secukupnya
Daun bawang, iris tipis - secukupnya
Tomat, iris - secukupnya
Bawang goreng - secukupnya
Jeruk nipis - secukupnya
Sambal rawit rebus - secukupnya
Kecap - secukupnya
","1. Rebus daging menggunakan panci presto selama 15 menit. Ambil dan tiriskan daging. Buang air bekas rebusan.
2. Dalam panci, rebus kembali daging dengan 2 liter air, serai, jahe, lengkuas, daun jeruk, daun salam, dan garam. Masak hingga daging benar-benar empuk.
3. Ambil dan pisahkan daging. Iris daging tipis-tipis. Sisihkan.
4. Panaskan minyak. Tumis bumbu halus hingga harum dan matang. Angkat lalu masukkan ke dalam panci rebusan kuah. Aduk rata.
5. Masukkan gula lalu biarkan kuah mendidih kembali. Koreksi rasanya. Matikan api.
6. Tata soun, tauge, irisan daging, seledri, dan daun bawang. Siram dengan kuah. Beri taburan bawang goreng.
7. Siap disajikan bersama bahan pelengkap lainnya."
"Soto padang, masakan",75.0,127,5.9,6.6,11.0,0.7,2.0,298,94,1.5,,,,,12,,204,0.22,,0.00,0,100,"daging, unggas",olahan,196,"Hasil: 5 orang
1 ekor ayam kampung potong 12
Air utk merebus ayam
Bumbu halus :
50 gr kemiri
20 gr kunyit
5 bawang putih
7 bawang merah
1 sdt ketumbar
Sedikit minyak
Tumis
40 gr lengkuas iris tipis lebar
25 gr jahe iris tipis lebar
3 cengkeh
Buat koya
5 Kerupuk udang
5 bawang putih goreng
Masako jamur","1. Didihkan air lalu rebus ayam sampe agak empuk
2. Tumis bumbu sampe harum masukan bumbu halus sampe menguning, lalu masukan ke air rebus ayam lalu beri bumbu (totole, garam, gula, lada)
3. Setelah ayam empuk, angkat lalu goreng sebentar lalu di suwir, lalu blender koya nya
4. Siapkan tauge, telur rebus,kol,tomat, jeruk nipis, sambel,bihun, ayam suwir tadi.. soto madura siap di hidangkan 🥳"
"Soto pekalongan,
masakan",83.8,94,3.0,6.8,5.1,0.3,1.3,322,79,2.0,,,,,14,,119,0.29,,0.00,0,100,"daging, unggas",olahan,197,"Hasil: 4 porsi
Daging sapi - 400 gram
Daun bawang, iris - 2 batang
Seledri, ikat - 1 batang
Kaldu bubuk - 1 sdt
Garam - 1/2 sdt
Air, untuk merebus - 2 liter
Minyak goreng - secukupnya
BUMBU HALUS:
Bawang putih - 3 siung
Bawang merah - 8 butir
Jahe - 2 cm
Lengkuas - 4 cm
Garam - 1 sdt
REMPAH:
Serai, memarkan - 1 batang
Daun salam - 4 lembar
Daun jeruk, buang tulang daun - 3 lembar
Bunga lawang - 3 butir
Kapulaga - 4 butir
Cengkeh - 8 butir
Kayu manis - 2 cm
Merica bubuk - 1/2 sdt
Pala bubuk - 1/4 sdt
Jinten bubuk - 1/4 sdt
PELENGKAP:
Soun, seduh lalu tiriskan - secukupnya
Tomat, belah 4 - secukupnya
Perkedel kentang - secukupnya
Bawang merah goreng - secukupnya
Kerupuk pink - secukupnya
Sambal rawit rebus - secukupnya
Jeruk nipis - secukupnya","1. Dalam panci, rebus daging sapi dengan sedikit air sampai mendidih dan keluar busa kotorannya. Ambil dan buang kotoran yang mengapung. Matikan api lalu buang air bekas rebusannya. Tiriskan daging lalu cuci kembali hingga bersih. Sisihkan.
2. Dalam panci, rebus 2 liter air baru. Masukkan daging, daun bawang, dan seledri. Masak hingga daging empuk. Angkat daging dan tiriskan. Sementara itu, terus lanjutkan merebus kuah. Sisihkan.
3. Panaskan sedikit minyak Tumis bumbu halus dan bahan rempah hingga harum. Matikan api.
4. Tuang tumisan bumbu ke dalam panci rebusan. Bumbui dengan kaldu bubuk dan garam. Masak kuah hingga mendidih lalu koreksi rasanya. Matikan api. Sisihkan.
5. Ambil daging, lalu potong jadi dadu kecil atau iris tipis. Goreng daging dalam minyak panas sampai kering. Angkat dan tiriskan. Sisihkan.
6. Tata soun, tomat, daging goreng, dan perkedel kentang dalam mangkok saji. Siram dengan kuah. Taburi dengan bawang goreng dan beri kerupuk pink.
7. Siap disajikan dengan sambal dan irisan jeruk nipis."
"Soto pemalang,
masakan",86.0,75,3.6,5.2,3.5,0.0,1.7,170,80,2.1,,,,,16,,30,0.13,,0.00,0,100,"daging, unggas",olahan,198,"Hasil: 4 porsi
1/4 kg daging sapi
3 lembar daun salam
2 lenbar daun jeruk
1 buah sereh (memarkan)
Sedikit jahe (memarkan)
Bumbu halus:
5 siung bawang merah
2 siung bawang putih
2 buah cabai merah besar (hilangkan bijinya lalu rebus sebentar)
2 buah kemiri
1/2 sdt merica bubuk
1/2 sdm garam
1/2 sdt kaldu bubuk
1 1/2 sdm tauco
1 sdm gula merah
3 sdm kecap manis
Bahan pelengkap penyajian:
Mie so'un
Daun bawang
Tauge
Bawang goreng","1. Potong daging sesuai selera lalu rebus dengan air banyak. Lalu masukkan daun salam, daun jeruk, sereh, jahe, cabe merah
2. Haluskan cabe merah, bamer baput, kemiri, garam, merica, kaldu bubuk, tauco
3. Tumis bumbu halus dengan sedikit minyak
4. Setelah bumbu berubah warna masukkan ke panci perebus daging, lalu tambahkan kecap manis dan gula jawa
5. Sambil menunggu air menyusut, bisa siapkan bahan pelengkap
6. Tes rasa dan siap disajikan"
"Soto sukaraja,
masakan",75.9,80,3.2,3.5,9.0,0.3,1.1,347,77,2.3,,,,,12,,89,0.04,,0.00,0,100,"daging, unggas",olahan,199,"Hasil: 4 porsi
500 gram daging sapi/kerbau
1,5 liter air
Bumbu yang dihaluskan/ditumis:
1 sdm ketumbar
1 sdt lada
8 siung bawang merah
6 siung bawang putih
3 butir kemiri
2 ruas kunyit
2 ruas jahe
2 buah kluwek ambil isinya
50 gram serundeng(kelapa sangrai)
Bahan pelengkap
2 buah sere memarkan
2 lembar daun salam
2 lembar daun jeruk
1 bks tauco
1 sdt gula pasir
1 sdm gula merah
1 sdm garam
1 sdt penyedap rasa
1 bks royco sapi
Secukupnya bawang goreng
Secukupnya daun bawang iris
Secukupmnya minyak untuk menumis","1. Potong tipis daging dan cuci bersih lalu rebus hingga empuk. Ulek bumbu yang akan ditumis.
2. Siapkan minyak untuk menumis dan tumis bumbu hingga harum dan beri tauco, salam, sere dan daun jeruk. Bila bumbu sudah harum masukkan pada rebusan daging. Aduk rata dan beri garam, gula, royco dan penyedap rasa. Icip rasa dan bila kurang gurih beri 1 sdt garam.
3. Masak hingga mendidih dan kecilkan api, lalu penyajiannya ambil daging dan potong dadu. Siapkan mangkung beri nasi dan potongan daging kemudian siram dengan kuah soto. Beri taburan daun bawang dan bawang goreng. Bila suka pedas bisa tambah sambal."
"Soto sulung, masakan",88.1,86,2.3,8.5,0.0,0.0,1.1,200,120,2.9,,,,,20,,105,0.08,,0.00,0,100,"daging, unggas",olahan,200,"Hasil: 6 porsi
Daging sapi - 600 gram
Air - 2 liter
Garam - 2 sdt
Gula - 1 sdt
Kaldu sapi bubuk - 1/2 sdt
Merica bubuk - 1/2 sdt
Serai, memarkan - 2 batang
Daun jeruk - 3 lembar
Lengkuas, memarkan - 2 cm
Jahe, memarkan - 2 cm
Minyak goreng - 3 sdm
BUMBU HALUS:
Bawang merah - 8 butir
Bawang putih - 6 siung
Kemiri - 3 butir
Kunyit - 2 cm
PELENGKAP:
Soun, seduh air panas, tiriskan - 100 gram
Tauge, seduh air panas, tiriskan - 100 gram
Daun bawang, rajang kasar - 1 batang
Seledri, rajang halus - 2 batang
Jeruk nipis, potong potong - 1 buah
Kedelai goreng - secukupnya
Bawang merah goreng - secukupnya
Kerupuk kanji merah - secukupnya
Sambal kacang - secukupnya
SAMBAL KACANG:
Kacang tanah, goreng - 50 gram
Cabai rawit, goreng - 5 buah
Bawang merah, goreng - 3 butir
Bawang putih, goreng - 1 siung
Garam - 1/2 sdt
Gula merah, sisir - 1 sdm
Air asam jawa - 1 sdm
Air panas - 120 ml
","1. Sambal Kacang: Haluskan kacang tanah, cabe, bawang merah, dan bawang putih yang sudah digoreng, beri garam, gula merah, air asam jawa, lalu seduh dengan air panas, aduk sampai rata. Sisihkan sambal.
2. Soto: Didihkan air, masak daging dengan sampai matang dan empuk, kemudian angkat dagingnya, potong-potong, sisihkan. Sisakan kaldunya 1,5 liter.
3. Panaskan minyak, tumis bumbu halus, salam, serai, lengkuas, daun jeruk, dan jahe sampai wangi. Masukkan ke dalam kuah kaldu rebusan daging. Bumbui dengan garam, merica, gula pasir, dan kaldu sapi bubuk. Aduk rata dan masak sampai mendidih, koreksi rasanya.
4. Masukkan daging yang sudah direbus empuk dan dipotong-potong, masak sebentar, kemudian angkat.
5. Siapkan mangkuk saji, tata ketupat, soun, dan tauge. Siram dengan kuah soto panas beserta potongan dagingnya. Taburi dengan bawang merah goreng, daun bawang, seledri, dan kedelai goreng, sajikan selagi panas dengan kerupuk merah dan sambal kacang sesuai selera."
"Sukiyaki, masakan",81.0,75,5.6,0.4,12.2,0.2,0.8,109,59,0.5,426,,,,41,,1200,0.37,,,0,100,"daging, unggas",olahan,201,"Hasil: 5 porsi
Daging sapi bagian sandung lamur - 200 gram
Jeroan sapi (hati, paru, babat, usus) - 200 gram
Serai, memarkan - 2 batang
Lengkuas, memarkan - 3 cm
Daun salam - 2 lembar
Daun jeruk - 4 lembar
Kapulaga - 3 butir
Kembang lawang - 2 buah
Kayu manis - 4 cm
Cengkeh - 4 butir
Gula pasir - 2 sdt
Garam - 2 sdm
Air - 1,5 liter
Minyak goreng, untuk menumis - 3 sdm
BUMBU HALUS:
Bawang putih - 3 siung
Bawang merah - 6 butir
Kemiri, sangrai - 3 butir
Kunyit, bakar - 2 cm
Jahe - 2 cm
Merica - 1/2 sdt
PELENGKAP:
Telur asin, belah 2 - 2 butir
Bawang goreng - 2 sdm
Kerupuk udang - secukupnya
Jeruk nipis - secukupnya
Kecap manis - secukupnya
Sambal cabai rawit - secukupnya
","1. Dalam panci presto, rebus semua daging dan jeroan selama 20 menit hingga setengah empuk. Angkat dan cuci bersih daging. Buang airnya.
2. Rebus daging kembali (menggunakan panci biasa) dengan air baru (1,5 liter) bersama kapulaga, kembang lawang, kayu manis, dan cengkeh. Sisihkan.
3. Panaskan minyak. Tumis bumbu halus bersama serai, lengkuas, daun salam, dan daun jeruk hingga harum. Angkat dan masukkan ke dalam rebusan daging. Aduk rata.
4. Biarkan daging masak hingga empuk. Matikan api.
5. Angkat dan iris daging beserta jeroan jadi kecil / tipis.
6. Tata daging dan jeroan dalam mangkok saji. Tuang kuah soto dan beri taburan bawang goreng.
7. Siap disajikan bersama bahan pelengkap lainnya."
"Tedong pallu basa,
masakan",81.7,83,10.4,3.4,2.8,,1.7,10,139,2.6,397,34.0,0.60,1.3,,,,0.09,0.53,9.00,0,100,"daging, unggas",olahan,,"Hasil: 4-6 porsi
500 gram sliced beef
5 buah Shitake / white Mushroom
1 buah bombay
1 sdt garam
1 sdt black pepper tumbuk
Sauces :
50 ml Teriyaki Sauce
50 ml Kikkoman Soy
2 sdm madu / mirin/ muljeot
2 sdm sesame oil","1. Sukiyaki slice, enak dimakan sama apa saja, kapan saja, Lauk Utama atau reramein Banchan.. yumm..
2. Campurkan semua bahan Saus. Potong tipis bombay dan jamur.. yang ini selain Shitake juga extra white mushroom
3. Masukkan sliced beef persenagian (1/4-1/3 dr paket) ke dalam wadah marinasi.. beri taburan garam, black pepper persebagian pula.. topped diatasnya irisan jamur, bombay atau paprika.. susun lagi sisanya sampai selesai.. marinate dan maaukkan ke kulkas hingga akan dimasak
4. Grill di atas pas hingga berubah warna, pindahkan ke wadah, jangan sampai over cook.. masak sebanyak yg diperlukan..
5. Bila sausnya marinasinya masih ada, panaskan dan siram diatasnya.."
"Tikus rica, masakan",54.9,257,18.8,18.5,3.8,,4.0,232,293,6.5,1724,308.0,0.50,2.3,674,,,0.28,0.38,,,100,"daging, unggas",olahan,,,
"Tinoransa, masakan",31.6,516,17.7,49.5,0.0,,1.2,698,648,3.5,1307,320.0,0.10,1.8,710,,,0.29,0.17,,,100,"daging, unggas",olahan,,,
"Belut, segar",81.5,70,14.6,0.8,1.0,0.0,2.1,49,155,1.5,55,169.0,0.20,1.2,,0,,0.22,0.12,7.7,,,"ikan, kerang, udang",tunggal,,,
"Belut,laut, segar",79.5,93,12.8,1.5,6.1,0.0,4.1,60,199,3.0,33,175.9,0.10,1.0,51,3,71.0,0.06,0.00,2.7,,,"ikan, kerang, udang",tunggal,,,
"Cumi-cumi, segar",82.2,75,16.1,0.7,0.1,0.0,0.9,32,200,1.8,37,204.1,1.60,1.3,0,20,0.0,0.08,0.00,2.5,0,,"ikan, kerang, udang",tunggal,,,
"Ikan bader, segar",66.0,193,19.0,13.0,0.0,0.0,2.0,48,150,0.4,118,264.9,0.10,0.2,45,0,,0.01,0.10,4.1,0,,"ikan, kerang, udang",tunggal,,,
"Ikan balong, segar",76.5,107,16.5,3.9,1.5,0.0,1.5,54,202,2.0,86,253.4,0.50,1.0,25,0,0.0,0.05,0.10,2.5,0,,"ikan, kerang, udang",tunggal,,,
"Ikan bambangan,
segar",73.7,112,20.0,1.3,3.7,0.0,1.3,98,120,3.0,148,258.7,0.00,0.1,0,0,0.0,0.07,0.00,0.3,0,,"ikan, kerang, udang",tunggal,,,
"Ikan bandeng, segar",74.0,123,20.0,4.8,0.0,0.0,1.2,20,150,2.0,67,271.1,0.00,0.9,45,21,,0.05,0.10,6.0,0,,"ikan, kerang, udang",tunggal,,,
"Ikan banjar, segar",73.5,111,19.4,0.9,4.8,0.0,1.4,68,278,7.3,99,338.7,0.20,0.6,0,62,0.0,0.03,0.20,7.3,0,,"ikan, kerang, udang",tunggal,,,
"Ikan baronang, segar",80.0,78,14.5,0.6,3.7,0.0,1.2,26,521,3.8,26,692.0,4.70,4.1,732,0,,0.20,0.04,3.0,0,,"ikan, kerang, udang",tunggal,,,
"Ikan batung, segar",75.7,115,14.5,4.6,4.2,0.0,1.1,,207,0.0,42,361.0,0.20,0.9,,0,,1.20,0.04,1.1,,,"ikan, kerang, udang",tunggal,,,
"Ikan baung, segar",74.9,123,15.1,5.5,3.3,0.0,1.2,5,146,1.3,32,349.0,0.10,0.7,,0,,0.20,0.03,1.2,,,"ikan, kerang, udang",tunggal,,,
"Ikan bawal, segar",78.0,91,19.0,1.7,0.0,0.0,1.3,20,150,2.0,129,233.3,0.10,0.3,45,0,,0.05,0.10,1.8,0,,"ikan, kerang, udang",tunggal,,,
"Ikan Belida, segar",79.2,80,14.7,1.4,2.2,0.0,2.3,303,315,1.3,41,356.0,0.00,0.8,,0,,1.20,0.14,1.4,,,"ikan, kerang, udang",tunggal,,,
"Ikan beunteur, segar",70.0,109,17.0,4.0,0.0,0.0,9.0,500,500,1.0,109,323.5,0.60,1.3,45,,,0.05,0.10,2.6,0,,"ikan, kerang, udang",tunggal,,,
"Ikan biawan, segar",79.1,90,14.9,2.5,2.1,0.0,1.4,125,265,1.0,35,207.0,0.40,0.6,,,,0.36,0.03,2.9,,,"ikan, kerang, udang",tunggal,,,
"Ikan bili, segar",68.3,88,14.2,0.7,6.2,0.0,10.6,27,1760,1.5,217,202.0,0.00,4.1,,0,,0.72,0.09,2.7,,,"ikan, kerang, udang",tunggal,,,
"Ikan bubara, segar",75.5,100,14.7,2.4,4.9,,1.6,90,90,0.4,390,390.0,0.70,0.8,,,,,,,,,"ikan, kerang, udang",tunggal,,,
"Ikan bulan-bulan,
segar",66.7,134,25.5,1.3,5.0,,1.5,29,29,0.5,197,489.0,0.10,0.5,,,,0.30,0.02,0.8,,,"ikan, kerang, udang",tunggal,,,
"Ikan cakalang, segar",73.0,107,19.6,0.7,5.5,0.0,1.2,23,242,2.9,66,239.0,0.20,0.6,386,0,,0.17,0.05,21.7,0,,"ikan, kerang, udang",tunggal,,,
"Ikan cakalang, hati,
segar",73.4,120,11.3,3.9,10.0,,1.4,30,30,0.9,420,280.0,1.60,4.3,,,,,,0.2,,,"ikan, kerang, udang",tunggal,,,
"Ikan cakalang,
jantung, segar",76.3,116,11.2,1.2,10.2,,1.1,10,40,3.4,360,250.0,0.50,1.9,908,,,,,0.1,0,,"ikan, kerang, udang",tunggal,,,
"Ikan cakalang, perut,
segar",79.1,86,10.2,1.1,8.7,,0.9,20,110,2.1,230,210.0,0.30,9.3,,,,0.24,,0.3,,,"ikan, kerang, udang",tunggal,,,
"Ikan daun, segar",78.6,101,11.5,4.1,4.6,0.0,1.2,80,210,0.8,120,270.0,0.10,0.9,0,,,0.08,0.07,0.1,0,,"ikan, kerang, udang",tunggal,,,
"Ikan ekor kuning,
segar",74.1,108,22.3,1.2,2.1,0.0,0.3,30,220,0.5,50,230.0,0.10,0.6,40,29,,0.00,0.10,0.2,,,"ikan, kerang, udang",tunggal,,,
"Ikan gabus, segar",79.6,80,16.2,0.5,2.6,0.0,1.1,170,139,0.1,65,254.0,0.30,0.4,335,,,0.40,0.20,0.1,,,"ikan, kerang, udang",tunggal,,,
"Ikan heu, segar",75.6,81,10.0,1.6,6.6,,6.2,1910,990,2.1,240,210.0,0.10,2.7,,,,0.87,,0.2,,,"ikan, kerang, udang",tunggal,,,
"Ikan hitam, segar",78.2,101,10.3,3.7,6.7,0.0,1.1,50,140,0.4,70,210.0,,0.4,67,,,0.00,0.10,0.1,,,"ikan, kerang, udang",tunggal,,,
"Ikan hiu, segar",85.7,57,10.7,0.3,2.2,0.0,1.1,75,206,2.0,,,0.02,,,,0.0,0.05,,,0,,"ikan, kerang, udang",tunggal,,,
"Ikan kacangan, segar",80.7,77,15.6,0.9,1.6,0.0,1.2,94,170,1.7,,,,,18,,0.0,0.07,,,0,,"ikan, kerang, udang",tunggal,,,
"Ikan kakap, segar",77.0,92,20.0,0.7,0.0,0.0,2.3,20,200,1.0,,,,,9,,,0.05,,,0,,"ikan, kerang, udang",tunggal,,,
