,nama_makanan,air,energi,protein,lemak,karbo,serat,abu,kalsium,fosfor,besi,natrium,kalium,tembaga,seng,retinol,b_kar,kar_total,thiamin,riboflavin,niasin,vit_c,bdd,kategori,jenis_bahan,id_resep,bahan_bahan,langkah,bahan_stemmed
857,"tinoransa, masakan",31.6,516,17.7,49.5,0,0,1.2,698,648,3.5,1307,320.0,0.10,1.8,710,0,0,0.29,0.17,0,0,100,"daging, unggas",olahan,,,,[]
858,"belut, segar",81.5,70,14.6,0.8,1,0.0,2.1,49,155,1.5,55,169.0,0.20,1.2,0,0,0,0.22,0.12,7.7,0,0,"ikan, kerang, udang",tunggal,,,,[]
859,"belut,laut, segar",79.5,93,12.8,1.5,6.1,0.0,4.1,60,199,3.0,33,175.9,0.10,1.0,51,3,71.0,0.06,0.00,2.7,0,0,"ikan, kerang, udang",tunggal,,,,[]
860,"cumi-cumi, segar",82.2,75,16.1,0.7,0.1,0.0,0.9,32,200,1.8,37,204.1,1.60,1.3,0,20,0.0,0.08,0.00,2.5,0,0,"ikan, kerang, udang",tunggal,,,,[]
861,"ikan bader, segar",66,193,19,13.0,0,0.0,2.0,48,150,0.4,118,264.9,0.10,0.2,45,0,0,0.01,0.10,4.1,0,0,"ikan, kerang, udang",tunggal,,,,[]
862,"ikan balong, segar",76.5,107,16.5,3.9,1.5,0.0,1.5,54,202,2.0,86,253.4,0.50,1.0,25,0,0.0,0.05,0.10,2.5,0,0,"ikan, kerang, udang",tunggal,,,,[]
863,"ikan bambangan,
segar",73.7,112,20,1.3,3.7,0.0,1.3,98,120,3.0,148,258.7,0.00,0.1,0,0,0.0,0.07,0.00,0.3,0,0,"ikan, kerang, udang",tunggal,,,,[]
864,"ikan bandeng, segar",74,123,20,4.8,0,0.0,1.2,20,150,2.0,67,271.1,0.00,0.9,45,21,0,0.05,0.10,6.0,0,0,"ikan, kerang, udang",tunggal,,,,[]
865,"ikan banjar, segar",73.5,111,19.4,0.9,4.8,0.0,1.4,68,278,7.3,99,338.7,0.20,0.6,0,62,0.0,0.03,0.20,7.3,0,0,"ikan, kerang, udang",tunggal,,,,[]
866,"ikan baronang, segar",80,78,14.5,0.6,3.7,0.0,1.2,26,521,3.8,26,692.0,4.70,4.1,732,0,0,0.20,0.04,3.0,0,0,"ikan, kerang, udang",tunggal,,,,[]
867,"ikan batung, segar",75.7,115,14.5,4.6,4.2,0.0,1.1,0,207,0.0,42,361.0,0.20,0.9,0,0,0,1.20,0.04,1.1,0,0,"ikan, kerang, udang",tunggal,,,,[]
868,"ikan baung, segar",74.9,123,15.1,5.5,3.3,0.0,1.2,5,146,1.3,32,349.0,0.10,0.7,0,0,0,0.20,0.03,1.2,0,0,"ikan, kerang, udang",tunggal,,,,[]
869,"ikan bawal, segar",78,91,19,1.7,0,0.0,1.3,20,150,2.0,129,233.3,0.10,0.3,45,0,0,0.05,0.10,1.8,0,0,"ikan, kerang, udang",tunggal,,,,[]
870,"ikan belida, segar",79.2,80,14.7,1.4,2.2,0.0,2.3,303,315,1.3,41,356.0,0.00,0.8,0,0,0,1.20,0.14,1.4,0,0,"ikan, kerang, udang",tunggal,,,,[]
871,"ikan beunteur, segar",70,109,17,4.0,0,0.0,9.0,500,500,1.0,109,323.5,0.60,1.3,45,0,0,0.05,0.10,2.6,0,0,"ikan, kerang, udang",tunggal,,,,[]
872,"ikan biawan, segar",79.1,90,14.9,2.5,2.1,0.0,1.4,125,265,1.0,35,207.0,0.40,0.6,0,0,0,0.36,0.03,2.9,0,0,"ikan, kerang, udang",tunggal,,,,[]
873,"ikan bili, segar",68.3,88,14.2,0.7,6.2,0.0,10.6,27,1760,1.5,217,202.0,0.00,4.1,0,0,0,0.72,0.09,2.7,0,0,"ikan, kerang, udang",tunggal,,,,[]
874,"ikan bubara, segar",75.5,100,14.7,2.4,4.9,0,1.6,90,90,0.4,390,390.0,0.70,0.8,0,0,0,0,0,0,0,0,"ikan, kerang, udang",tunggal,,,,[]
875,"ikan bulan-bulan,
segar",66.7,134,25.5,1.3,5,0,1.5,29,29,0.5,197,489.0,0.10,0.5,0,0,0,0.30,0.02,0.8,0,0,"ikan, kerang, udang",tunggal,,,,[]
876,"ikan cakalang, segar",73,107,19.6,0.7,5.5,0.0,1.2,23,242,2.9,66,239.0,0.20,0.6,386,0,0,0.17,0.05,21.7,0,0,"ikan, kerang, udang",tunggal,,,,[]
877,"ikan cakalang, hati,
segar",73.4,120,11.3,3.9,10,0,1.4,30,30,0.9,420,280.0,1.60,4.3,0,0,0,0,0,0.2,0,0,"ikan, kerang, udang",tunggal,,,,[]
878,"ikan cakalang,
jantung, segar",76.3,116,11.2,1.2,10.2,0,1.1,10,40,3.4,360,250.0,0.50,1.9,908,0,0,0,0,0.1,0,0,"ikan, kerang, udang",tunggal,,,,[]
879,"ikan cakalang, perut,
segar",79.1,86,10.2,1.1,8.7,0,0.9,20,110,2.1,230,210.0,0.30,9.3,0,0,0,0.24,0,0.3,0,0,"ikan, kerang, udang",tunggal,,,,[]
880,"ikan daun, segar",78.6,101,11.5,4.1,4.6,0.0,1.2,80,210,0.8,120,270.0,0.10,0.9,0,0,0,0.08,0.07,0.1,0,0,"ikan, kerang, udang",tunggal,,,,[]
881,"ikan ekor kuning,
segar",74.1,108,22.3,1.2,2.1,0.0,0.3,30,220,0.5,50,230.0,0.10,0.6,40,29,0,0.00,0.10,0.2,0,0,"ikan, kerang, udang",tunggal,,,,[]
882,"ikan gabus, segar",79.6,80,16.2,0.5,2.6,0.0,1.1,170,139,0.1,65,254.0,0.30,0.4,335,0,0,0.40,0.20,0.1,0,0,"ikan, kerang, udang",tunggal,,,,[]
883,"ikan heu, segar",75.6,81,10,1.6,6.6,0,6.2,1910,990,2.1,240,210.0,0.10,2.7,0,0,0,0.87,0,0.2,0,0,"ikan, kerang, udang",tunggal,,,,[]
884,"ikan hitam, segar",78.2,101,10.3,3.7,6.7,0.0,1.1,50,140,0.4,70,210.0,0,0.4,67,0,0,0.00,0.10,0.1,0,0,"ikan, kerang, udang",tunggal,,,,[]
885,"ikan hiu, segar",85.7,57,10.7,0.3,2.2,0.0,1.1,75,206,2.0,0,0,0.02,0,0,0,0.0,0.05,0,0,0,0,"ikan, kerang, udang",tunggal,,,,[]
886,"ikan kacangan, segar",80.7,77,15.6,0.9,1.6,0.0,1.2,94,170,1.7,0,0,0,0,18,0,0.0,0.07,0,0,0,0,"ikan, kerang, udang",tunggal,,,,[]
887,"ikan kakap, segar",77,92,20,0.7,0,0.0,2.3,20,200,1.0,0,0,0,0,9,0,0,0.05,0,0,0,0,"ikan, kerang, udang",tunggal,,,,[]
888,"ikan kakatua, segar",79.7,82,11.4,1.2,6.4,0,1.3,20,160,0.4,90,300.0,0.10,0.3,18,0,0,0,0,0.2,0,0,"ikan, kerang, udang",tunggal,,,,[]
889,"ikan kalaban, segar",80.3,77,16.4,0.7,1.3,0.0,1.3,182,248,0.9,40,334.0,0.70,0.8,0,0,0,0.16,0.15,1.9,0,0,"ikan, kerang, udang",tunggal,,,,[]
890,"ikan kamera (kakap
merah), segar",78.5,86,19.7,0.8,0,0.0,1.3,50,170,0.3,90,290.0,0.30,0.1,26,0,0,0,0.08,0.1,0,0,"ikan, kerang, udang",tunggal,,,,[]
891,"ikan kapar, segar",74.2,132,17,6.7,0.8,0.0,1.3,151,272,1.2,78,229.0,0.90,0.7,0,0,0,0.07,0.03,0,0,0,"ikan, kerang, udang",tunggal,,,,[]
892,"ikan kawalinya, segar",76.1,110,12.6,4.2,5.4,0,1.7,80,300,1.5,340,300.0,0.20,1.4,146,0,0,0,0,0.2,0,0,"ikan, kerang, udang",tunggal,,,,[]
893,"ikan keru-keru, segar",77.2,93,16.5,2.1,0.8,0.0,3.4,65,217,2.4,137,255.3,0.34,0.7,0,0,0.0,0.01,0.09,1.6,0,55,"ikan, kerang, udang",tunggal,,,,[]
894,"ikan kima, segar",82.1,70,10.8,0.7,5.2,0,1.2,53,72,2.0,342,101.0,0.50,0.5,401,0,0,0.22,0.05,5.8,0,0,"ikan, kerang, udang",tunggal,,,,[]
895,"ikan lais, segar",65,161,11.9,11.5,2.4,0.0,9.2,70,237,0.0,0,0,0,0,0,0,0.0,0.05,0,0,0,62,"ikan, kerang, udang",tunggal,,,,[]
896,"ikan layang, segar",74,109,22,1.7,0,0.0,2.3,50,150,2.0,0,0,0,0,45,0,0,0.05,0,0,0,80,"ikan, kerang, udang",tunggal,,,,[]
897,"ikan layur, segar",80.1,82,18,1.0,0.4,0.0,0.5,48,229,2.2,0,0,0,0,4,0,0.0,0.04,0,0,0,49,"ikan, kerang, udang",tunggal,,,,[]
898,"ikan lehoma, segar",77.6,90,20.4,0.9,0,0,1.1,88,270,0.7,56,281.0,0.30,0.9,1047,0,0,0.32,0.03,0.2,0,0,"ikan, kerang, udang",tunggal,,,,[]
899,"ikan lemuru, segar",76,112,20,3.0,0,0.0,1.0,20,100,1.0,0,0,0,0,30,0,0,0.05,0,0,0,80,"ikan, kerang, udang",tunggal,,,,[]
900,"ikan lidah, segar",78.3,104,15.6,3.2,2,0.0,0.9,30,143,2.0,0,0,0,0,33,0,0.0,0.03,0,0,0,0,"ikan, kerang, udang",tunggal,,,,[]
901,"ikan malalugis, segar",75.6,99,20.6,1.4,0.9,0,1.5,164,330,0.5,76,282.0,0.20,0.9,661,0,0,0.30,0.02,0.5,0,0,"ikan, kerang, udang",tunggal,,,,[]
902,"ikan mamar merah,
segar",75,115,15.3,4.0,4.4,0.0,1.3,60,190,1.6,120,240.0,0.20,1.0,0,0,0,0.20,0.10,0.1,0,0,"ikan, kerang, udang",tunggal,,,,[]
903,"ikan mas, segar",80,86,16,2.0,0,0.0,2.0,20,150,2.0,65,276.7,0.10,1.1,45,8,0,0.05,0.10,2.6,0,80,"ikan, kerang, udang",tunggal,,,,[]
904,"ikan mayong, segar",78.2,97,17.9,2.0,0.4,0.0,1.5,40,100,2.5,0,0,0,0,21,0,0.0,0.10,0,0,0,89,"ikan, kerang, udang",tunggal,,,,[]
905,"ikan mujahir, segar",79.7,89,18.7,1.0,0,0.0,1.1,96,209,1.5,51,265.8,0.00,0.2,6,3,5.0,0.03,0.10,2.0,0,80,"ikan, kerang, udang",tunggal,,,,[]
906,"ikan nasu metti, segar",65.3,154,16.8,5.0,10.5,0,2.4,80,244,1.6,421,488.0,0.20,1.2,0,0,0,0.47,0.15,9.6,0,0,"ikan, kerang, udang",tunggal,,,,[]
907,"ikan oci, kembung,
segar",71.4,125,21.3,3.4,2.2,0,1.7,136,69,0.8,214,245.0,0.20,1.1,0,0,0,0.26,0.03,0.2,0,80,"ikan, kerang, udang",tunggal,,,,[]
908,"ikan paling, segar",58,303,14,27.0,0,0.0,1.0,20,200,1.0,43,0,0,0,485,0,0,0.10,0,0,2,100,"ikan, kerang, udang",tunggal,,,,[]
909,"ikan papuyu/ betok,
segar",75,120,14.3,4.9,4.6,0.0,1.2,329,436,1.5,240,169.0,0.80,1.1,0,0,0,0.00,0.05,3.1,0,0,"ikan, kerang, udang",tunggal,,,,[]
910,"ikan patin, segar",74.4,132,17,6.6,1.1,0.0,0.9,31,173,1.6,77,346.0,0.70,0.8,0,7,0,0.20,0.03,1.7,0,0,"ikan, kerang, udang",tunggal,,,,[]
911,"ikan pomo, segar",68.3,147,22.5,5.2,2.6,0,1.4,80,230,1.3,0,380.0,0.20,0.7,89,0,0,0,0,0,0,0,"ikan, kerang, udang",tunggal,,,,[]
912,"ikan puntin, segar",81.1,76,14.4,1.1,2.2,0,1.2,28,166,0.0,0,325.0,0.10,0.6,0,0,0,0.31,0.11,0,0,0,"ikan, kerang, udang",tunggal,,,,[]
913,"ikan saluang, segar",74.8,113,13.9,4.9,3.4,0.0,3.0,642,646,1.9,51,182.0,0.80,3.6,0,0,0,0.21,0.02,1.8,0,89,"ikan, kerang, udang",tunggal,,,,[]
914,"ikan sarden, segar",72.7,109,19.9,1.8,3.4,0.0,2.2,95,597,1.3,266,227.0,0.30,2.0,195,0,0,0.26,0.03,4.4,0,0,"ikan, kerang, udang",tunggal,,,,[]
915,"ikan selar, segar",75.4,100,18.8,2.2,0,0.0,3.6,40,179,0.5,43,392.6,0.10,0.3,45,0,0,0.37,0.20,3.4,0,48,"ikan, kerang, udang",tunggal,,,,[]
916,"ikan sepat, segar",78.8,84,15.2,0.6,4.7,0.0,0.8,68,171,2.1,211,198.0,0.70,0.6,0,0,0,0.16,0.03,1.9,0,75,"ikan, kerang, udang",tunggal,,,,[]
917,"ikan sidat, segar",71.3,81,11.4,1.9,3.8,0.0,11.6,118,174,3.0,46,245.9,0.00,1.5,15,0,0.0,0.00,0.40,3.2,0,100,"ikan, kerang, udang",tunggal,,,,[]
918,"ikan sunu, segar",75.5,111,13.3,3.4,6.7,0,1.1,86,174,1.2,91,197.0,0.00,0.6,309,0,0,1.03,0.10,0.2,0,70,"ikan, kerang, udang",tunggal,,,,[]
919,"ikan tahuman, segar",77.4,88,15.9,0.9,4.1,0.0,1.8,221,223,0.0,24,364.0,0.40,0.7,0,0,0,0.20,0.25,1.6,0,0,"ikan, kerang, udang",tunggal,,,,[]
920,"ikan tarmon, segar",76.7,96,19.5,1.1,2,0.0,0.8,9,129,0.3,43,154.0,0.10,0.5,0,0,0,0.15,0.02,1.7,0,0,"ikan, kerang, udang",tunggal,,,,[]
921,"ikan telan, segar",75.3,95,15.8,0.7,6.5,0.0,1.7,503,354,0.2,58,294.0,1.60,1.2,0,0,0,0.18,0.02,1.9,0,0,"ikan, kerang, udang",tunggal,,,,[]
922,"ikan tembang, segar",65,204,16,15.0,0,0.0,4.0,20,200,2.0,341,291.0,0.40,2.6,30,0,0,0.05,0.00,5.6,0,80,"ikan, kerang, udang",tunggal,,,,[]
923,"ikan tempahas, segar",78.9,101,15.1,4.1,1,0.0,0.9,32,163,0.0,50,320.0,0.70,0.6,0,0,0,0.02,0.05,1.5,0,0,"ikan, kerang, udang",tunggal,,,,[]
924,"ikan terbang, segar",76.1,98,19.6,1.7,1,0.0,1.6,90,190,0.6,90,320.0,0.10,0.5,39,0,0,0.00,0.10,0.1,0,0,"ikan, kerang, udang",tunggal,,,,[]
925,"ikan teri, segar",80,74,10.3,1.4,4.1,0.0,4.2,972,253,3.9,554,126.1,305.20,0.2,13,0,28.0,0.24,0.10,1.9,0,100,"ikan, kerang, udang",tunggal,,,,[]
926,"ikan titang, segar",78.8,82,17.4,0.4,2.3,0.0,1.1,145,130,1.8,110,275.0,0.10,0.8,581,0,0,0.64,0.03,1.5,0,0,"ikan, kerang, udang",tunggal,,,,[]
927,"ikan tongkol, segar",74.7,100,13.7,1.5,8,0.0,2.1,92,606,1.7,202,227.0,0.20,1.6,181,0,0,0.35,0.03,6.6,0,100,"ikan, kerang, udang",tunggal,,,,[]
928,"ikan turi, segar",76.9,96,19.2,2.0,0.2,0,2.1,340,340,0.8,370,300.0,0.10,2.0,26,0,0,0,0,0,0,0,"ikan, kerang, udang",tunggal,,,,[]
929,"keong, segar",81,64,12,1.0,2,0.0,4.0,217,78,1.7,231,0,0.37,0.1,0,244,0,0,0,0,0,46,"ikan, kerang, udang",tunggal,,,,[]
930,"kepiting, segar",68.1,151,13.8,3.8,14.1,0.0,0.2,210,250,1.1,0,0,0,0,61,0,0,0.05,0,0,0,45,"ikan, kerang, udang",tunggal,,,,[]
931,"kerang, segar",78.2,101,14.4,2.6,3.9,0.0,0.9,321,270,15.6,0,0,0,0,0,0,0.0,0.01,0,0,0,100,"ikan, kerang, udang",tunggal,,,,[]
932,"kodok, segar",81.9,73,16.4,0.3,0,0.0,1.4,18,147,1.1,0,0,0,0,0,0,0,0.14,0,0,0,65,"ikan, kerang, udang",tunggal,,,,[]
933,"kura-kura, segar",80,83,19.1,0.2,0,0.0,0.7,27,87,0.7,0,0,0,0,0,0,0,0.20,0,0,0,70,"ikan, kerang, udang",tunggal,,,,[]
934,"kuro, segar",79.9,87,16,2.2,1,0.0,0.9,75,136,1.0,0,0,0,0,6,0,0.0,0.04,0,0,0,52,"ikan, kerang, udang",tunggal,,,,[]
935,"lokan, segar",80.9,217,11,1.7,5.1,0,1.3,20,390,10.9,3,7.0,0.20,2.7,0,0,0,0.45,0.07,0,0,0,"ikan, kerang, udang",tunggal,,,,[]
936,"rajungan, segar",80.2,76,12.1,2.0,2.4,0.0,2.7,721,214,2.2,69,192.0,1.70,2.9,599,40,0,0.20,0.25,0.2,0,0,"ikan, kerang, udang",tunggal,,,,[]
937,"rebon, udang kecil,
segar",79,81,16.2,1.2,0.7,0.0,2.9,757,292,2.2,169,202.9,0.70,1.2,18,0,0,0.04,0.10,2.4,0,100,"ikan, kerang, udang",tunggal,,,,[]
938,rusip,58.5,110,11.5,2.0,11.7,0.0,16.3,479,348,7.1,0,0,0,0,0,0,0.0,0.04,0,0,0,100,"ikan, kerang, udang",tunggal,,,,[]
939,"udang galah, segar",79,81,16.5,0.3,3,0.0,1.2,87,167,0.7,95,132.0,0.70,1.2,0,3,0,0.24,0.03,2.9,0,68,"ikan, kerang, udang",tunggal,,,,[]
940,"udang, besar, segar",85.5,56,11.4,0.6,1.2,0.0,1.3,30,20,0.3,190,210.0,0.40,0.8,0,0,0,0.14,0.00,0.1,0,68,"ikan, kerang, udang",tunggal,,,,[]
941,"udang, segar",75,91,21,0.2,0.1,0.0,3.7,136,170,8.0,178,222.4,0.30,1.3,18,4,0,0.01,0.40,3.7,0,68,"ikan, kerang, udang",tunggal,,,,[]
942,"bekicot, dendeng,
mentah",6.7,441,48.7,20.3,15.8,0.0,8.4,692,523,16.6,0,0,0,0,6,0,1408.0,0.56,0,0,69,100,"ikan, kerang, udang",olahan,,,,[]
943,"belut, goreng",11.2,417,25.9,19.4,32,0.0,11.5,840,872,4.9,71,217.7,0.30,1.8,0,0,0.0,0.00,0.20,10.5,0,0,"ikan, kerang, udang",olahan,,,,[]
944,"cumi-cumi, goreng",54.2,265,40.6,10.1,0,0.0,3.1,62,270,2.7,86,81.9,0,0,0,56,0.0,0.09,0.00,6.3,0,0,"ikan, kerang, udang",olahan,,,,[]
945,"ikan asin, kering",40,193,42,1.5,0,0.0,16.5,200,300,0.0,0,0,0,0,0,0,0,0.01,0,0,0,70,"ikan, kerang, udang",olahan,,,,[]
946,"ikan bandeng presto,
masakan",45.3,296,17.1,20.3,11.3,0.0,6.0,1422,659,1.9,0,0,0,0,6,0,400.0,0.14,0,0,69,100,"ikan, kerang, udang",olahan,,,,[]
947,ikan baung bakar,69.8,144,17.8,5.8,5.2,0,1.4,18,169,0.0,168,236.0,0.10,0.7,0,0,0,0.00,0.00,1.3,0,0,"ikan, kerang, udang",olahan,,,,[]
948,ikan belida bakar,68.2,128,18,3.0,7.2,0.0,3.6,58,134,0.0,293,198.0,0.10,0.4,0,0,0,1.80,0.17,1.5,0,0,"ikan, kerang, udang",olahan,,,,[]
949,"ikan cakalang asap,
mentah",56.9,204,34.2,5.6,1.9,0,1.4,14,399,1.3,176,588.0,0.30,0.7,1546,0,0,0.53,0.07,0,0,70,"ikan, kerang, udang",olahan,,,,[]
950,"ikan cakalang asin,
mentah",41.7,198,36.5,2.2,5.5,0.0,14.1,236,346,3.7,4304,302.1,0,0,0,0,0.0,0.06,0,0,0,70,"ikan, kerang, udang",olahan,,,,[]
951,"ikan calo/ peda,
mentah",71.3,81,11.4,1.9,3.8,0.0,11.6,743,174,22.6,0,0,0,0,15,0,0.0,0.00,0,0,0,100,"ikan, kerang, udang",olahan,,,,[]
952,"ikan gabus asap,
mentah",26.4,261,38.1,2.3,21.9,0.0,11.3,2510,1840,2.9,320,410.0,0.40,0.8,114,0,0,0.10,0.10,14.5,0,80,"ikan, kerang, udang",olahan,,,,[]
953,"ikan gabus, kering",24,268,58,4.0,0,0.0,14.0,15,100,0.1,0,0,0,0,30,0,0,0.10,0,0,0,80,"ikan, kerang, udang",olahan,,,,[]
954,"ikan gete, goreng",44.7,267,23.1,19.4,0.2,0,12.6,2340,1240,0.8,590,440.0,0.10,1.9,0,0,0,0,0,0.2,0,0,"ikan, kerang, udang",olahan,,,,[]
955,"ikan hiu, kering",23.1,298,46.3,3.6,20.2,0,6.8,335,846,2.5,957,1457.0,0.50,2.0,661,0,0,0.84,0.11,22.5,0,0,"ikan, kerang, udang",olahan,,,,[]
956,"ikan katombo, asin",44.7,162,31.7,2.8,0.3,0.0,15.5,279,609,4.6,4393,342.2,2.80,0,0,0,0.0,0.09,0,0,0,70,"ikan, kerang, udang",olahan,,,,[]
957,"ikan kayu, kering",23.1,302,70.7,1.9,0.4,0.0,3.9,313,22,4.1,345,1045.0,0,1.8,0,0,0,1.40,0.04,20.0,0,0,"ikan, kerang, udang",olahan,,,,[]
958,ikan lais bakar,69.4,147,17.5,6.5,5.4,0,1.2,54,194,0.1,142,209.0,0,0.5,0,0,0,0,0,0,0,0,"ikan, kerang, udang",olahan,,,,[]
959,"ikan lomak asin,
mentah",21.6,258,40.3,2.3,18.9,0.0,16.9,140,279,2.3,6227,485.1,2.30,0,0,0,0,0.10,0.30,6.0,0,0,"ikan, kerang, udang",olahan,,,,[]
960,ikan mas pepes,57.5,209,15.2,11.3,11.8,0.5,4.3,686,530,6.1,74,276.7,0.10,1.9,3,0,315.0,0.13,0.10,2.4,0,100,"ikan, kerang, udang",olahan,202,,,[]
961,ikan mujahir goreng,44.7,416,46.9,23.9,0,0.0,2.2,346,654,0.9,54,278.9,0.00,0.2,12,3,8.0,0.12,0.10,2.2,0,100,"ikan, kerang, udang",olahan,,"hasil: 3 porsi
1/2 kg ikan mas isi 3
8 siung bawang merah
5 siung bawang putih
4 butir kemiri
3 ruas jari kunyit
2 ruas jari jahe
1/2 sdt ketumbat
1 ruas jari lengkuas
4 buah cabe merah
2 genggam kemangi
daun salam,serai dan daun pisang
10 buah cabe rawit utuh untuk taburan (optional)
secukupnya garam,gula,lada,totole
1 buah tomat diiris","1. bersihkan ikan,lumuri dengan jeruk nipis,diamkan 10mnit
lalu cuci ikan,taburi garam keseluruh tubuh ikan,diamkan 1 jam dikulkas
2. haluskan bumbu2,beri garam,gula,lada totole,boleh diulek atau diblend,
hasil bumbu halusnya boleh ditumis dlu ataupun boleh langsung dicampur keikan tanpa ditumis,aku pilih tanpa ditumis sama hasilnya enak..
setelah 1jam campur ikan dengan bumbu halus
3. langkah terakhir tata ikan diatas daun pisang,beri daun salam,sereh,irisan tomat cabe utuh sesuai selera,daun kemangi
lalu bungkus dan kukus kurang lebih 30 mnit api sedang
4. setelah ikan matang boleh dibakar dlu diatas teflon agar aroma daun pisangnya lbh kluar
ataupun mau disantap langsungpun ttap enak
selamat mencoba🥰","['hasil', 'porsi', 'kg', 'ikan', 'isi', 'siung', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'butir', 'kemiri', 'ruas', 'jari', 'kunyit', 'ruas', 'jari', 'jahe', 'sdt', 'ketumbat', 'ruas', 'jari', 'lengkuas', 'buah', 'cabe', 'merah', 'genggam', 'kemangi', 'daun', 'salamserai', 'daun', 'pisang', 'buah', 'cabe', 'rawit', 'utuh', 'tabur', 'optional', 'garamgulaladatotole', 'buah', 'tomat', 'iris']"
962,ikan mujahir pepes,73.7,121,21.7,2.8,0.8,0.0,1.0,83,248,1.6,58,265.8,0.00,0.3,8,0,6.0,0.00,0.10,1.9,0,100,"ikan, kerang, udang",olahan,,,,[]
963,"ikan mujahir,
dendeng, mentah",15.2,582,68.3,15.2,37.2,0.0,14.1,3258,1699,4.3,0,0,0,0,15,0,20.0,0.27,0,0,0,100,"ikan, kerang, udang",olahan,,,,[]
964,"ikan papuyu, bakar",66.6,152,17.6,6.1,6.7,0.0,3.0,244,227,3.4,320,224.0,0.20,1.0,0,0,0,0,0,0,0,0,"ikan, kerang, udang",olahan,,,,[]
965,"ikan patin, bakar",70.3,144,17.5,6.3,4.3,0,1.6,191,232,1.4,379,230.0,0.10,0.7,0,0,0,0,0,0,0,0,"ikan, kerang, udang",olahan,,,,[]
966,"ikan peda banjar,
mentah",46,156,28,4.0,2,0.0,20.0,174,316,3.1,59,368.8,0.00,0.5,33,4,0,0.10,0.10,4.7,0,90,"ikan, kerang, udang",olahan,,,,[]
967,"ikan pepetek, mentah",33,176,32,4.4,2,0.0,28.6,120,200,1.0,79,1.0,0,0,15,0,0,0.05,0.10,2.4,0,0,"ikan, kerang, udang",olahan,,,,[]
968,"ikan pindang banjar,
mentah",59,157,28,4.2,1.8,0.0,7.0,50,100,1.0,0,0,0,0,45,0,0,0.10,0,0,0,0,"ikan, kerang, udang",olahan,,,,[]
969,"ikan pindang benggol,
mentah",57,170,31,4.2,0,0.0,7.8,50,100,1.0,0,0,0,0,45,0,0,0.10,0,0,0,0,"ikan, kerang, udang",olahan,,,,[]
970,"ikan pindang layang,
mentah",60,153,30,2.8,0,0.0,7.2,60,200,3.0,0,0,0,0,61,0,0,0.07,0,0,0,0,"ikan, kerang, udang",olahan,,,,[]
971,"ikan pindang selar,
mentah",60,142,27,3.0,0,0.0,10.0,60,200,3.0,0,0,0,0,61,0,0,0.07,0,0,0,0,"ikan, kerang, udang",olahan,,,,[]
972,"ikan sale, mentah",8.5,534,40.2,39.3,4.9,2.0,7.1,199,1244,2.7,673,673.0,0.30,2.6,0,410,0.0,0.02,0.50,0.0,0,100,"ikan, kerang, udang",olahan,,,,[]
973,"ikan sale lais, mentah",12.4,415,61.3,17.6,2.9,0.0,5.8,258,919,7.0,381,488.0,17.60,1.0,0,0,0.0,0.03,0.10,17.3,0,0,"ikan, kerang, udang",olahan,,,,[]
974,"ikan saluang, kering,
mentah",33.6,284,34.1,9.9,14.6,0.0,7.8,1426,1103,9.5,1767,263.0,1.30,18.7,0,0,0,0.49,0.03,0,0,0,"ikan, kerang, udang",olahan,,,,[]
975,"ikan sanggang,
masakan",42.6,240,21.7,7.7,20.7,0,7.3,159,362,9.8,2041,159.0,1.50,8.8,0,0,0,0.51,0.02,0,0,0,"ikan, kerang, udang",olahan,,,,[]
976,"ikan selar kuning, cue,
mentah",59,138,27,3.3,0,0.0,0.7,50,100,2.0,0,0,0,0,45,0,0,0.10,0,0,0,90,"ikan, kerang, udang",olahan,,,,[]
977,"ikan selar, kering,
mentah",43,194,38,3.5,0,0.0,15.5,20,200,1.0,0,0,0,0,0,0,0,0.01,0,0,0,0,"ikan, kerang, udang",olahan,,,,[]
978,"ikan sepat, kering,
mentah",30,289,38,14.0,0,0.0,18.0,40,100,0.7,0,0,0,0,0,0,0,0.00,0,0,0,0,"ikan, kerang, udang",olahan,,,,[]
979,"ikan sunu, asin,
mentah",34.7,199,34.1,3.8,7.1,0,20.3,94,92,2.2,377,57.0,0.10,3.2,2481,0,0,1.50,0.13,7.2,0,0,"ikan, kerang, udang",olahan,,,,[]
980,"ikan, tepung, mentah",4.3,316,60.1,6.5,22.4,0.0,6.7,3196,1976,16.6,0,0,0,0,320,0,0.0,0.00,0,0,0,0,"ikan, kerang, udang",olahan,,,,[]
981,"ikan teri nasi, kering,
mentah",34.5,144,32.5,0.6,0,0.0,32.4,1000,1000,3.0,312,0,0,0,61,0,0,0.10,0,0,0,0,"ikan, kerang, udang",olahan,,,,[]
982,"ikan teri, bubuk,
mentah",15,277,60,2.3,1.8,0.0,20.9,1209,1225,3.0,0,0,0,0,90,0,0,0.10,0,0,0,0,"ikan, kerang, udang",olahan,,,,[]
983,"ikan teri, kering,
mentah",37.8,170,33.4,3.0,0,0.0,25.8,1200,1500,3.6,0,0,0,0,64,0,0,0.15,0,0,0,0,"ikan, kerang, udang",olahan,,,,[]
984,"ikan teri, kering,
tawar, mentah",16.7,331,68.7,4.2,0,0.0,10.4,2381,1500,23.4,0,0,0,0,61,0,0,0.10,0,0,0,0,"ikan, kerang, udang",olahan,,,,[]
